relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber,inventorNameText,citedDocumentIdentifier
14-16,2020-12-10,ETL_SYS,False,,False,2410,17076886,CTNF,2412,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0123]|paragraphs 0123|c. 103|figure 4]|claim 2, 20200337024|claims 1-6, 7-19, 20|paragraphs 0110|figure 4|claim 8, 20200337024|claims 1, 2-6, 20|claim 13, 20200337024|claims 7, 8-13, 17-19|claim 7|claims 14-16|claim 9, 20200337024|claim 17, 20200337024|claim 3, 20200337024|claim 1|claim 6, 20200337024|claim 20, 20200337024|claim 5, 20200337024|claim 4, 20200337024|paragraph 0123]|paragraphs 0123|c. 103|figure 4]|claim 2, 20200337024|claims 1-6, 7-19, 20|paragraphs 0110|figure 4|claim 8, 20200337024|claims 1, 2-6, 20|claim 13, 20200337024|claims 7, 8-13, 17-19|claim 7|claims 14-16|claim 9, 20200337024|claim 17, 20200337024|claim 19, 20200337024|claim 3, 20200337024|claim 1|claim 6, 20200337024|claim 20, 20200337024|claim 5, 20200337024|claim 4, 20200337024']",KIGF1QUELDFLYX9,4e61e0828c0c6c2355263ee6a8195b27,X,False,,,
16-22,2021-08-19,ETL_SYS,False,,False,2430,16688848,CTNF,2437,AOK,2025-01-13 14:32:11,2400,,['para. [0125]|page 1031|c. 101|table 1|claim 15|claims 17-22|para. [0008])|c. 102|claim 14|claims 1-10 and 16-22|para. [0030])|c. 103|claim 13|claims 1 and 16|para. [0136]|claim 11|claims 1-22|para. [0106]|claim 12|para. [0073]'],KSG4V3EELDFLYX7,8834391143b900e62e632bb54dbbcb64,X,False,,,
"11,14",2021-08-19,ETL_SYS,False,A1,False,2430,16688848,CTNF,2437,AOK,2025-01-13 14:32:11,2400,US,['para. [0125]|page 1031|c. 101|table 1|claim 15|claims 17-22|para. [0008])|c. 102|claim 14|claims 1-10 and 16-22|para. [0030])|c. 103|claim 13|claims 1 and 16|para. [0136]|claim 11|claims 1-22|para. [0106]|claim 12|para. [0073]'],KSG4V3EELDFLYX7,71d73ec2a38925169bc7790a93cfed6a,X,True,20140007076,Kim; Sangeon,US 20140007076 A1
1-20,2021-05-27,ETL_SYS,False,,False,2440,16589397,CTNF,2445,AOK,2025-01-13 14:32:11,2400,,"['para. [0222])|c. 102|fig.1)|claim 12|claims 1-20|claim 1|claims 13-14|claim 8|claims 12 and 13|claim 5|claims 2, 9 and 15|claims 3, 10 and 16|claims 1-14|claims 1-15|claims 5, 11 and 18|claims 6, 12 and 19|claims 4, 10 and 17|claims 7, 13 and 20|claims 1-11, 13 and 14']",KP4BE8YTLDFLYX9,e6127dc2fa2386e004d83e1419cf6aa0,X,False,,,
1,2024-01-05,ETL_SYS,False,A1,False,2480,18203709,CTNF,2483,AOK,2025-01-13 14:32:11,2400,US,"['f.3d|claims 6-17|f.2d|claims 6 and 12|claims 18 and 19|claims 1, 5|claims 1 and 7|claims 9 and 13|claims 1 and 15|claims (1 and 4) and (5 and 8)|claims 13 and 19|claims 6, 9']",LQXST5WPGREENX3,47353670222c99b92f6f43622f7e6e96,X,True,20040057523,"Koto, Shinichiro",US 20040057523 A1
1,2024-01-05,ETL_SYS,False,A1,False,2480,18203709,CTNF,2483,AOK,2025-01-13 14:32:11,2400,US,"['f.3d|claims 6-17|f.2d|claims 6 and 12|claims 18 and 19|claims 1, 5|claims 1 and 7|claims 9 and 13|claims 1 and 15|claims (1 and 4) and (5 and 8)|claims 13 and 19|claims 6, 9']",LQXST5WPGREENX3,c7b233ea1eb49ca9b11f2bb052fd831d,X,True,20030086496,"Zhang, Hong-Jiang",US 20030086496 A1
"1,6-17",2024-01-05,ETL_SYS,False,,False,2480,18203709,CTNF,2483,AOK,2025-01-13 14:32:11,2400,,"['f.3d|claims 6-17|f.2d|claims 6 and 12|claims 18 and 19|claims 1, 5|claims 1 and 7|claims 9 and 13|claims 1 and 15|claims (1 and 4) and (5 and 8)|claims 13 and 19|claims 6, 9']",LQXST5WPGREENX3,54c49953fa4b3da6a074d34cbf802750,X,False,,,
1-5,2023-12-19,ETL_SYS,False,,False,2430,17457037,CTFR,2431,AOK,2025-01-13 14:32:11,2400,,,LQ6YRPQFREENX10,67cc77b171e1e481762a42cfacf4d6a2,X,False,,,
"2-8,10,15-19",2022-04-21,ETL_SYS,False,,False,2470,17146299,CTNF,2473,AOK,2025-01-13 14:32:11,2400,,"['par 0027|c. 102|line 2|fig. 1)|f.3d|claim 6|claims 7, 19|par 0038)|c. 112|line 4|fig. 5-7|f.2d|claim 1|claims 2-19|par 0034-0042)|fig. 1|claim 8|claims 4, 17|par 0030)|fig. 6|claim 2|claims 8, 15|par 0017-0019|claim. 7|claims 6, 18|par 0028-0030|claim 5|claims 2-8, 10, 16-19|par 0037-0042)|claim 4|claims 1, 4|par 0030|claim 3|claim 7|claim16|claim 9']",L2645FOEXBLUEX3,9bf23e26c315ffd042b53dc5023bd28b,X,False,,,
"13,17",2024-11-06,ETL_SYS,False,A1,False,2450,18829037,CTNF,2451,AOK,2025-01-13 14:32:11,2400,US,['c. 103|section 102|fig. 7|f.3d|claim 7|claims 2-20|c. 102|fig. 4|f.2d|claim 13|claims 1-25|fig. 6|claim 2|claims 14-16|fig. 2|claim 19|fig. 5|claim 9|claim 3|claim 17|claim 4|claim 5|claim 10|claim 18|claim 8|claim 6|claim 12|claim 11|c. 103|claim 2'],M33MIEXNWFYBX50,610b6a1dbec877a11f51eada225bd58a,X,True,20230395067,PERKINS; Lewis N.,US 20230395067 A1
1-20,2024-09-29,ETL_SYS,False,A1,False,2480,18206419,CTNF,2481,AOK,2025-01-13 14:32:11,2400,US,['paragraph [0030]|c. 102 and 103|section 102|fig. 2)|figs. 4 and 5|f.3d|claim 4|claims 1 and 9|paragraph [0037]|c. 103|figs. 5a|f.2d|claim 1|claims 14 and 15|paragraph [0038]|claim 3|claims 1-20|paragraph [0039]|claim 9|claims 1 and 5|paragraph [0042]|claim 8|paragraph [0043]|claim 20|paragraph [0050]|claim 6|paragraph [0026]|claim 7|paragraph [0044]|claim 5|paragraph [0068]|claim 2'],M1NVS5G4WFYBX94,201bd434c75a088b82c71d060d0bdc4d,X,True,20150281710,Sievert; Otto K.,US 20150281710 A1
"8-9,14-15",2021-03-03,ETL_SYS,False,,False,2490,16050350,CTNF,2492,AOK,2025-01-13 14:32:11,2400,,"['pages 7-8|col. 4|cols. 2-3|c. 103|claim 8|claims 10 and 16|col. 8|cols. 12-13|claim 14|claims 8 and 14|claims 8, 9, 14|claims 13 and 19|claims 1-10, 12-16, 18|claims 1-7|claims 8-10, 12-16, 18|claims 8|claims 9 and 15|claims 12 and 18']",KLQMV28FDFLYX10,1c748f7fd89f3d7a532d2d09a509dab8,X,False,,,
"1,8",2024-08-09,ETL_SYS,False,A1,False,2470,18480475,CTNF,2473,AOK,2025-01-13 14:32:11,2400,US,"['para. 0010|c. 102|section 151|fig. 9|claim 8|claims1 and 8|para. 0025|section 122|fig. 1a|claim 1|claims 1|para. 0128, 0130|claims 2, 3, 6, 7|para. 0098|para. 0095']",LZJXSVENWFYGX57,b1f1387b880208483f49e9fa44620bfc,X,True,20200187069,HONG; Sung-pyo,US 20200187069 A1
"1-11,13-27,29-33",2022-09-15,ETL_SYS,False,,False,2450,16391255,CTFR,2453,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0021]|paragraphs [0031]-[0032]|column 23|c. 103|line 66|lines 39-49|figure 32|f.2d|table 5|claim 6|claims 1-11, 13-27|paragraph [0043]|paragraphs [0016] and [0038]|column 4|c 124|line 5|lines 27-36|figure 5|table 6|claim 4|claims 12 and 28|paragraph [0032]|column 5|lines 13-15|table 2|claim 1|claims 1-33|paragraph [0012])|column 19|lines 14-23|claim 2|claims 1, 17|paragraph [0010]|column 24|lines 11-21|claim 3|paragraph [0042]|lines 40-60|claim 8|paragraph [0049]|lines 41-49|paragraph [0016]|lines 4-11|paragraph [0083])|paragraph [0083]|paragraph [0021]|paragraphs [0031]-[0032]|column 23|c. 103|line 66|lines 39-49|figure 32|f.2d|table 5|claim 6|claims 1-11, 13-27|paragraph [0043]|paragraphs [0016] and [0038]|column 4|c 124|line 5|lines 27-36|figure 5|table 6|claim 1|claims 12 and 28|paragraph [0032]|column 5|lines 13-15|table 2|claim 4|claims 1-33|paragraph [0012])|column 19|lines 14-23|claim 2|claims 1, 17|paragraph [0010]|column 24|lines 11-21|claim 3|paragraph [0042]|lines 40-60|claim 8|paragraph [0016]|lines 41-49|paragraph [0049]|lines 4-11|paragraph [0083])|paragraph [0083]|paragraph [0021]|paragraphs [0031]-[0032]|column 23|c. 103|line 66|lines 39-49|figure 32|f.2d|table 5|claim 6|claims 1-11, 13-27|paragraph [0043]|paragraphs [0016] and [0038]|column 4|c 124|line 5|lines 27-36|figure 5|table 6|claim 4|claims 12 and 28|paragraph [0032]|column 5|lines 13-15|table 2|claim 1|claims 1-33|paragraph [0012])|column 19|lines 14-23|claim 2|claims 1, 17|paragraph [0010]|column 24|lines 11-21|claim 3|paragraph [0042]|lines 40-60|claim 8|paragraph [0016]|lines 41-49|paragraph [0049]|lines 4-11|paragraph [0083])|paragraph [0083]|paragraph [0021]|paragraphs [0031]-[0032]|column 23|c. 103|line 66|lines 39-49|figure 5|f.2d|table 5|claim 6|claims 1-11, 13-27|paragraph [0043]|paragraphs [0016] and [0038]|column 4|c 124|line 5|lines 27-36|figure 32|table 6|claim 1|claims 12 and 28|paragraph [0032]|column 5|lines 13-15|table 2|claim 4|claims 1-33|paragraph [0012])|column 19|lines 14-23|claim 2|claims 1, 17|paragraph [0010]|column 24|lines 11-21|claim 3|paragraph [0042]|lines 40-60|claim 8|paragraph [0016]|lines 41-49|paragraph [0049]|lines 4-11|paragraph [0083])|paragraph [0083]']",L80QQZDJGREENX4,b8f55512cd8166c6eb45febcabd08a6d,X,False,,,
10,2021-12-10,ETL_SYS,False,A1,False,2470,16485000,CTNF,2472,AOK,2025-01-13 14:32:11,2400,US,"['p.12|c. 112|section 6|l.35-36|line 2|fig. 2a|claim 6|claims 11 and 13|p.13|c.103|l.1-23|fig. 2b|claim 1|claims 11|fig. 3|claim 3|claims 2-12|fig. 4a|claim 9|claims 1, 5|claim 8|claims 1-13|claim 4|claims 1-9 and 13|claim 7|claim 5|claim 2']",KWYIL2YXLDFLYX4,69c371e676e87697cae2591bec572ee3,X,True,20110216760,Murphy; Jim,US 20110216760 A1
11,2021-12-10,ETL_SYS,False,A1,False,2470,16485000,CTNF,2472,AOK,2025-01-13 14:32:11,2400,US,"['p.12|c. 112|section 6|l.35-36|line 2|fig. 2a|claim 6|claims 11 and 13|p.13|c.103|l.1-23|fig. 2b|claim 1|claims 11|fig. 3|claim 3|claims 2-12|fig. 4a|claim 9|claims 1, 5|claim 8|claims 1-13|claim 4|claims 1-9 and 13|claim 7|claim 5|claim 2']",KWYIL2YXLDFLYX4,3f50930b9470ede6684e160393f0c9b5,X,True,20150280810,Beals; Travis Roland,US 20150280810 A1
1-13,2021-12-10,ETL_SYS,False,,False,2470,16485000,CTNF,2472,AOK,2025-01-13 14:32:11,2400,,"['p.12|c. 112|section 6|l.35-36|line 2|fig. 2a|claim 6|claims 11 and 13|p.13|c.103|l.1-23|fig. 2b|claim 1|claims 11|fig. 3|claim 3|claims 2-12|fig. 4a|claim 9|claims 1, 5|claim 8|claims 1-13|claim 4|claims 1-9 and 13|claim 7|claim 5|claim 2']",KWYIL2YXLDFLYX4,fcf2ef6baeb3b5ca0dfca683425de334,X,False,,,
7-14,2023-10-25,ETL_SYS,False,,False,2470,17598147,CTNF,2476,AOK,2025-01-13 14:32:11,2400,,['c. 103'],LO3AG77EXBLUEX5,8360669134bc3aa19e934f8f066202f9,X,True,,,
1,2024-10-10,ETL_SYS,False,A1,False,2480,18442948,CTNF,2485,AOK,2025-01-13 14:32:11,2400,US,"['c. 133)|fig. 13, 1325 and 1330|f.3d|claim 1|claims 21-40|f.2d|claim 29|claims 1-20|claim 9|claims 1-29|claim 21|claims 1-25|claim 35|claim 28|claim 32|claim 39|claim 6']",M20FD5A7WFYGX56,333a145f75034b6592ab7a831818fa5e,X,True,20100167689,Sepehri-Nik; Hossein Alexander,US US-2010/0167689 A1
1-40,2024-10-10,ETL_SYS,False,,False,2480,18442948,CTNF,2485,AOK,2025-01-13 14:32:11,2400,,"['c. 133)|fig. 13, 1325 and 1330|f.3d|claim 1|claims 21-40|f.2d|claim 29|claims 1-20|claim 9|claims 1-29|claim 21|claims 1-25|claim 35|claim 28|claim 32|claim 39|claim 6']",M20FD5A7WFYGX56,9b594df3701378881b0d6ee95e4b1d96,X,False,,,
"1-3,6-8",2024-12-24,ETL_SYS,False,A1,False,2450,18479427,CTNF,2455,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 69, 39, 94|paragraphs 1-2)|c. 102 and 103|section 102|fig. 5)|f 8-4:30|claim 8|claims 12-20|paragraph 49, 115|c. 103|fig. 14|claim 7|claims 9-11|paragraph 47, 29|c. 102|claim 6|paragraph 25|claim 2|paragraph 37, 38 42|claim 1|paragraph 42, 47|claim 4|paragraph 78, 90, 103, 121, 125|claim 5|paragraph 125-126|claim 3|paragraph 53 -57)']",M4WUX0BVWFYGX61,dda0e7d3212b9d2c14af5e3914e37b05,X,True,20150271075,Zhang; Ming,US 20150271075 A1
"1-13,15",2022-03-31,ETL_SYS,False,,False,2420,16372245,CTNF,2425,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0077|p.8-9|c. 103|section 102|fig.2|figs.2|f.2d|graph 254|claim 15|paragraph 0078|p.7-8|fig.11|claim 1|paragraph 0018|p. 12|fig.1|claim 8|paragraph 0019|fig.3|claim 7|paragraph 0020|fig.6|claim 6|paragraph 0021|claim 9|paragraph 0022|claim 2|paragraph 0036|claim 4|paragraph 0027|claim 3|paragraph 0047|claim 5|paragraph 0048|paragraph 0041, 0042, 0045|paragraph 0062, 0133|paragraph 0071|paragraph 0090-0092|paragraph 0026, 0069|paragraph 0107|paragraph 0108|paragraph 0076|paragraph 0072, 0078)|paragraph 0011, 0017)|paragraph 0037|paragraph 0023|paragraph 0024|paragraph 0069|paragraph 0031|paragraph 0045|paragraph 0073|paragraph 0066|paragraph 0014, 0035|paragraph 0072, 0078|paragraph 0015|paragraph 0016|paragraph 0017|paragraph 0077|p.8-9|c. 103|section 102|fig.2|figs.2|f.2d|graph 254|claim 15|paragraph 0078|p.7-8|fig.11|claim 1|paragraph 0018|p. 12|fig.1|claim 8|paragraph 0019|fig.3|claim 7|paragraph 0020|fig.6|claim 9|paragraph 0021|claim 6|paragraph 0022|claim 2|paragraph 0036|claim 4|paragraph 0027|claim 3|paragraph 0047|claim 5|paragraph 0048|paragraph 0041, 0042, 0045|paragraph 0062, 0133|paragraph 0071|paragraph 0090-0092|paragraph 0026, 0069|paragraph 0107|paragraph 0108|paragraph 0076|paragraph 0072, 0078)|paragraph 0011, 0017)|paragraph 0037|paragraph 0023|paragraph 0024|paragraph 0069|paragraph 0031|paragraph 0045|paragraph 0073|paragraph 0066|paragraph 0014, 0035|paragraph 0072, 0078|paragraph 0015|paragraph 0016|paragraph 0017']",L1C8VW0TXBLUEX2,a0dcde0ad12e8974d335ebf213dda1df,X,False,,,
11-20,2022-05-27,ETL_SYS,False,A1,False,2480,16495271,CTNF,2482,AOK,2025-01-13 14:32:11,2400,EP,,L3M1M6UCXBLUEX5,65afd9cb4e3bf1c806b7976d19477ec9,X,True,2395368,MACK S,EP-2395368-A1
"2-3,7,12-13,17,19-20",2023-10-05,ETL_SYS,False,A1,False,2410,17731335,CTNF,2412,AOK,2025-01-13 14:32:11,2400,US,['c. 103|fig 11|claim 7|claims 4-6 and 14-16|c. 112|fig 1|claim 2|claims 5-6 and 15-16|c. 102|claim 11|claims 4 and 14|claim 10|claim 1|claim 3|claim 8|claim 4|claim 9'],LNAUG45YGREENX0,52fa63d70a74d6cabdd47502e32454c0,X,True,20220255831,WANG; Lina,US 20220255831 A1
"28,38",2022-01-24,ETL_SYS,False,,False,2410,16574559,CTFR,2415,AOK,2025-01-13 14:32:11,2400,,"['page 23, [0047])|col 1|c. 103|line 25-28|claim 28 and 38, 3gpp|claims 21 and 31)|col 3|line 45-48)|claim 30 and 40, 3gpp|claims 21-27, 29, 31-37, 39|claim 21, 3gpp|claims 28 and 38|claim 23 and 33, 3gpp|claims 30 and 40|claim 25 and 35, 3gpp|claims 22 and 32, 3gpp|claim 26 and 36, 3gpp|claim 31, 3gpp|claim 29 and 39, 3gpp|claim 27 and 37, 3gpp|claim 24 and 34, 3gpp']",KYN0GLYBLDFLYX7,853260ce5d2543234a06dbaf9d497b46,X,False,,,
1-20,2024-11-27,ETL_SYS,False,,False,2440,18149757,CTNF,2441,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0003])|paragraphs [0097]-[0098])|c. 103|section 102|fig. 4|figs. 1 and 2|claim 8|claims 1-6 and 11-16|paragraph [0002])|paragraphs [0001] and [0017])|c. 102 and 103|fig. 9a|claim 7|claims 1-20|paragraph [0004])|paragraphs [0006] and [0095])|c. 102|fig. 3)|claim 1|claims 1-8 and 11-18|paragraph [0017])|paragraphs [0055] and [0058])|fig. 3|claim 5|claims 7 and 17|paragraph [0048])|paragraphs [0022]-[0023], [0045] and [0048])|fig. 1)|claim 4|claims 9, 10, 19 and 20|paragraph [0064])|paragraphs [0022] and [0045]-[0046] and [0048])|fig. 2|claim 6|claims. 7|paragraph [0047])|paragraphs [0036] and [0048])|fig. 9|claim 2|claims 11-16|paragraph [0037])|paragraphs [0018] and [0046])|claim 3|claims 1-6|paragraph [0036])|paragraphs [0017]-[0018] and [0102]-[0103])|claims 1 and 11|paragraph [0103])|paragraphs [0036] and [0061])']",M3XNZMBLWFYGX59,63119505b8be81890547df9fc9be9f84,X,False,,,
"3,5",2024-12-17,ETL_SYS,False,A1,False,2440,18386459,CTNF,2443,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 9, 21, 29)|par. 4, 21)|col. 9:1-18, 10:14-19,51-64|c. 112|section 102|line 1|fig. 4|claim 7|claims 2, 4, 5|paragraph 22-27|col. 10:14-64)|c. 102a1|line 9|claim 1|claims 1-10|col. 2:65-66, 11:38-40|c. 101|claim 9|col. 17:1-39|c. 103|claim 6|col. 15:16-43|c. 102|claim 2|col. 13:1-56|claim 3|col. 2:65-66|claim 5|col. 9:1-18|claim 4|col. 12:31-50|col. 5:46-50|col. 8:38-65)|col. 13:23-50']",M4N5A5UYWFYGX58,2b96b6fb25683b76f4208e7e23b19df8,X,True,20080165707,Baird; Randall B.,US 20080165707 A1
1-10,2024-12-17,ETL_SYS,False,,False,2440,18386459,CTNF,2443,AOK,2025-01-13 14:32:11,2400,,"['paragraph 9, 21, 29)|par. 4, 21)|col. 9:1-18, 10:14-19,51-64|c. 112|section 102|line 1|fig. 4|claim 7|claims 2, 4, 5|paragraph 22-27|col. 10:14-64)|c. 102a1|line 9|claim 1|claims 1-10|col. 2:65-66, 11:38-40|c. 101|claim 9|col. 17:1-39|c. 103|claim 6|col. 15:16-43|c. 102|claim 2|col. 13:1-56|claim 3|col. 2:65-66|claim 5|col. 9:1-18|claim 4|col. 12:31-50|col. 5:46-50|col. 8:38-65)|col. 13:23-50']",M4N5A5UYWFYGX58,1dc7e63b19b1cf193a9b85f7e1206720,X,False,,,
"1-5,7-11,14,16",2021-02-22,ETL_SYS,False,,False,2410,16374191,CTNF,2415,AOK,2025-01-13 14:32:11,2400,,"['par. 0073|c. 112|section 102|fig. 8|figs. 2 and 8)|claim 3|claims 1, 11, 14 and 16|par. 0419-0427, 0505|c. 103|fig. 15)|claim 2|claims 1-3, 7, 8, 11, 14 and 16|par. 0025)|fig. 29)|claim 1-5, 7-11, 14 and 16|claims 11 and 16|par. 0796|fig. 1b|claim 16|claims 1 and 14|par. 0324)|claim 1|claims 1-2, 5, 7, 10-11, 14 and 16|par. 0032|claim 8|claims 4, 5, 9 and 10|par. 0034|claim 5|par. 0482-0488)|claim 4|claim 9|claim 6|claim 7']",KLB8H104LDFLYX7,c21684e244156655f21077e5e78a9339,X,False,,,
"7-24,26-28",2022-02-25,ETL_SYS,False,,False,2410,16597761,CTNF,2411,AOK,2025-01-13 14:32:11,2400,,"['page 8|col. 1|c. 103|section 35|lines 43-60)|fig. 1|claim 17|claims 3, 9, 15|c. 102|claim 5|claims 1-2, 7-8, 13-14, 19-20|claim 13|claims 1, 7, 13|claim 28|claims 4, 5, 10, 11, 16, 17, 22|claim 26|claims 6, 12, 18|claim 21|claim 14|claim 22|claim 16|claim 4|claim 2|claim 19|claim 12|claim 6|claim 15|claim 10|claim 3|claim 18|claim 1|claim 9|claim 7|claim 8|page 8|col. 1|c. 103|section 35|lines 43-60)|fig. 1|claim 17|claims 3, 9, 15|c. 102|claim 5|claims 1-2, 7-8, 13-14, 19-20|claim 13|claims 1, 7, 13|claim 28|claims 4, 5, 10, 11, 16, 17, 22|claim 26|claims 6, 12, 18|claim 21|claim 14|claim 22|claim 16|claim 4|claim 2|claim 19|claim 12|claim 6|claim 15|claim 3|claim 10|claim 18|claim 1|claim 9|claim 7|claim 8']",KZZO8WMVLDFLYX7,f4b4d86ba9fa2573dbd9b1f81b71ebc8,X,False,,,
1-20,2022-08-18,ETL_SYS,False,,False,2480,17348782,CTNF,2481,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0022]|c. 103|fig. 3i|figs. 3b|claim 12|claims 11 and 13|paragraph [0026]|claim 11|claims 7, 8, 17|paragraph [0035]|claim 14|claims 1-6, 9-16, 19|paragraph [0025]|claim 10|claims 1 and 9|paragraph [0027]|claim 1|claims 1-20|paragraph [0021]|claim 7|claims 1 and 3|paragraph [0024]|claim 8|claim 5|claim 3|claim 9|claim 2|claim 6|claim 4|paragraph [0022]|c. 103|fig. 3i|figs. 3b|claim 17|claims 11 and 13|paragraph [0026]|claim 11|claims 7, 8, 17|paragraph [0035]|claim 18|claims 1-6, 9-16, 19|paragraph [0025]|claim 14|claims 1 and 9|paragraph [0027]|claim 10|claims 1 and 3|paragraph [0021]|claim 1|claims 1-20|paragraph [0024]|claim 7|claim 8|claim 5|claim 3|claim 9|claim 2|claim 6|claim 4']",L6WAKF0EXBLUEX2,5d4173929e8615ac5446c04db142e063,X,False,,,
"2-3,14-15",2021-03-18,ETL_SYS,False,A1,False,2480,16747749,CTNF,2482,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 0070)|page 7|c. 112|section 102|figure 2|claim 9|claims 2-9 and 12-19|paragraph 0044)|page 4|c. 103|claim 0|claims 1-19 and 21|paragraph 0039)|page 3|c. 102|claim 8 and 18|claims 2-10)|paragraph 0039, 0042|page 2|claim 2-10 and 12-19|claims 12-19)|paragraph 0028)|page 1|claim 1|claims 4-9|paragraph 0037)|page 5|claim 6|claims 16-19|paragraph 0003)|claim 4|claims 5-9) and 6|paragraph 0034)|claim 7|claims 17-19)|paragraph 0069)|claim 2-9 and 12-19|claims 12-15|paragraph 0044-0045)|claim 21|claims 2, 3, 14 and 15|paragraph 00420044|claim 2 and 14|claims 2-4|paragraph 0050|claim 3 and 15|claims 12-13|paragraph 0060-0062)|claim 5|paragraph 0042, 0044|paragraph 0075)|paragraph 0060-0062|paragraph 0261-0262']",KMCFHBPFDFLYX11,17fb2a960449808185616f9f4aa3963c,X,True,20170243472,Davies; Christopher Paul,US 20170243472 A1
"2-9,12-19",2021-03-18,ETL_SYS,False,,False,2480,16747749,CTNF,2482,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0070)|page 7|c. 112|section 102|figure 2|claim 9|claims 2-9 and 12-19|paragraph 0044)|page 4|c. 103|claim 0|claims 1-19 and 21|paragraph 0039)|page 3|c. 102|claim 8 and 18|claims 2-10)|paragraph 0039, 0042|page 2|claim 2-10 and 12-19|claims 12-19)|paragraph 0028)|page 1|claim 1|claims 4-9|paragraph 0037)|page 5|claim 6|claims 16-19|paragraph 0003)|claim 4|claims 5-9) and 6|paragraph 0034)|claim 7|claims 17-19)|paragraph 0069)|claim 2-9 and 12-19|claims 12-15|paragraph 0044-0045)|claim 21|claims 2, 3, 14 and 15|paragraph 00420044|claim 2 and 14|claims 2-4|paragraph 0050|claim 3 and 15|claims 12-13|paragraph 0060-0062)|claim 5|paragraph 0042, 0044|paragraph 0075)|paragraph 0060-0062|paragraph 0261-0262']",KMCFHBPFDFLYX11,28d9f3d8984d08ee0e096f4dd4b600d3,X,False,,,
16-24,2021-02-22,ETL_SYS,False,,True,2480,16760974,CTNF,2486,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,"['c. 102|section 102|fig. 2|table 3|claim 17|claims 16, 18, 19, 21, 23, 25, 27, 28, 30|c. 103|section 3|table 2|claim 23|claims 26, 29|section 4|claim 21|claims 33|section 5|claim 16|claims 25, 27, 28, 30|section 2|claim 24|claims 24 and 33|claim 22|claims 17, 20, 22, 26, 29|claim 19|claims 17, 20|claim 20|claims 16, 18, 19, 21, 23|claim 18|claim 33']",KLGOHQXKLDFLYX4,873bf2b76d0542c13871d2f16661e289,X,False,,,
"17,20,22,26,29,31",2021-02-22,ETL_SYS,False,,True,2480,16760974,CTNF,2486,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,"['c. 102|section 102|fig. 2|table 3|claim 17|claims 16, 18, 19, 21, 23, 25, 27, 28, 30|c. 103|section 3|table 2|claim 23|claims 26, 29|section 4|claim 21|claims 33|section 5|claim 16|claims 25, 27, 28, 30|section 2|claim 24|claims 24 and 33|claim 22|claims 17, 20, 22, 26, 29|claim 19|claims 17, 20|claim 20|claims 16, 18, 19, 21, 23|claim 18|claim 33']",KLGOHQXKLDFLYX4,032d1cc307dc1a83c90df1446f59a758,X,True,,,
1,2024-02-15,ETL_SYS,False,A1,False,2480,18308639,CTFR,2488,AOK,2025-01-13 14:32:11,2400,US,"['para[0036])|c. 102 and 103|section 102|fig. 2|figs. 2a|claim 1|claims 2-21|para[0014], [0047])|c. 103|fig. 4a|figs. 4a|claim 21|claims 1-4, 7-9, 11-14, 17-19|para[0054]-[0056]|fig. 4b|figs. 1-3 and 7|claim 5|claims 10 and 20|para[0040])|fig. 17a|figs. 26a|claim 2|claims 5 and 15|para[0075])|claim 6|claims 1 and 8|para[0039]-[0040])|claim 8|claims 11-14 and 17-19|para[0044])|claim 4|claims 1-4 and 7-9|para[0109]-[0110])|claim 7|claims 1 and 2|para[0025], [0040])|claim 3|claims 1-21|para[0172])|claim 9|claims 6 and 16|para[0004]-[0006]|para[0047]-[0074]|para[0063]|para[0036]-[0041])|para[0182], [0266])|para[0109]-[0110]|para[0098]|para [0172])|para[0187]']",LSKZXT4QREENX11,973ae2400673baa3bb62fa44b3d95b26,X,True,20120185094,Rosenstein; Michael,US 20120185094 A1
